@relation R_data_frame

@attribute Lines_Of_Program numeric
@attribute Physic_Lines numeric
@attribute n1_Number_Of_Distinct_Operators numeric
@attribute n2_Number_Of_Distinct_Operands numeric
@attribute n_Program_Vocabulary numeric
@attribute N1_Total_Number_Of_Operators numeric
@attribute N2_Total_Number_Of_Operands numeric
@attribute N_Program_Length numeric
@attribute B_Number_of_Delivered_Bugs_1 numeric
@attribute B_Number_of_Delivered_Bugs_2 numeric
@attribute D_Difficulty numeric
@attribute E_Effort numeric
@attribute T_Time_Required_To_Program numeric
@attribute V_Volume numeric
@attribute _N_Calculated_Program_Length numeric
@attribute McCab_Number numeric
@attribute IsVulnerable {no,yes}

@data
9,9,13,13,26,44,31,75,0.000333,0.117511,12.000000,4230.395746,235.021986,352.532979,96.211433,2,yes
7,7,10,8,18,33,22,55,0.000333,0.076449,10.000000,2293.458751,127.414375,229.345875,57.219281,1,no
7,7,10,9,19,33,22,55,0.000333,0.077879,10.000000,2336.360132,129.797785,233.636013,61.748606,1,no
7,7,13,11,24,38,25,63,0.000333,0.096284,12.000000,3466.231651,192.568425,288.852638,86.159464,2,no
7,7,13,12,25,38,25,63,0.000333,0.097521,12.000000,3510.755279,195.041960,292.562940,91.125266,2,no
7,7,9,11,20,25,25,50,0.000333,0.072032,8.000000,1728.771238,96.042847,216.096405,66.583073,1,no
13,13,13,14,27,48,35,83,0.000333,0.131552,12.000000,4735.867952,263.103775,394.655663,101.408685,2,no
15,15,15,18,33,62,49,111,0.000333,0.186643,14.000000,7838.988461,435.499359,559.927747,133.662009,2,no
15,15,15,17,32,62,49,111,0.000333,0.185000,14.000000,7770.000000,431.666667,555.000000,128.090227,2,no
3,3,8,8,16,12,10,22,0.000333,0.029333,4.000000,352.000000,19.555556,88.000000,48.000000,1,yes
8,8,13,13,26,30,22,52,0.000333,0.081474,6.000000,1466.537192,81.474288,244.422865,96.211433,2,no
10,10,12,18,30,39,29,68,0.000333,0.111223,6.000000,2002.011363,111.222854,333.668561,118.078200,3,no
10,10,14,19,33,43,31,74,0.000333,0.124428,7.000000,2612.996154,145.166453,373.285165,134.013592,4,no
9,9,8,10,18,26,23,49,0.000333,0.068109,8.000000,1634.610601,90.811700,204.326325,57.219281,1,yes
8,8,12,12,24,35,26,61,0.000333,0.093228,12.000000,3356.192551,186.455142,279.682713,86.039100,1,no
11,11,13,18,31,40,38,78,0.000333,0.128809,12.000000,4637.127747,257.618208,386.427312,123.164366,2,no
11,11,13,19,32,40,39,79,0.000333,0.131667,12.000000,4740.000000,263.333333,395.000000,128.816339,2,yes
7,7,9,13,22,27,29,56,0.000333,0.083243,8.000000,1997.825365,110.990298,249.728171,76.635041,1,no
7,7,9,14,23,27,30,57,0.000333,0.085948,8.000000,2062.744252,114.596903,257.843031,81.832294,1,no
11,11,13,14,27,50,42,92,0.000333,0.145817,18.000000,7874.093704,437.449650,437.449650,101.408685,2,no
18,18,12,21,33,62,70,132,0.000333,0.221953,18.000000,11985.480428,665.860024,665.860024,135.258216,2,no
18,18,12,22,34,65,77,142,0.000333,0.240807,18.000000,13003.555022,722.419723,722.419723,141.127046,2,yes
2,2,7,10,17,9,12,21,0.000333,0.028612,3.000000,257.510159,14.306120,85.836720,52.870765,2,yes
2,2,7,6,13,7,7,14,0.000333,0.017269,3.000000,155.418468,8.634359,51.806156,35.161259,1,no
17,17,15,24,39,63,56,119,0.000333,0.209654,14.000000,8805.480097,489.193339,628.962864,168.642459,2,no
17,17,15,23,38,63,56,119,0.000333,0.208168,14.000000,8743.047237,485.724847,624.503374,162.645284,2,no
13,13,11,20,31,50,47,97,0.000333,0.160186,10.000000,4805.570421,266.976135,480.557042,124.492310,1,yes
13,13,11,19,30,50,47,97,0.000333,0.158656,10.000000,4759.683878,264.426882,475.968388,118.764371,1,no
11,11,13,18,31,46,34,80,0.000333,0.132112,6.000000,2378.014229,132.111902,396.335705,123.164366,2,no
11,11,13,17,30,46,34,80,0.000333,0.130850,12.000000,4710.614972,261.700832,392.551248,117.592585,2,yes
3,3,8,4,12,9,6,15,0.000333,0.017925,4.000000,215.097750,11.949875,53.774438,32.000000,2,no
3,3,6,7,13,15,11,26,0.000333,0.032070,3.000000,288.634298,16.035239,96.211433,35.161259,1,yes
16,16,15,22,37,66,60,126,0.000333,0.218797,14.000000,9189.475737,510.526430,656.391124,156.710855,2,yes
16,16,15,24,39,66,62,128,0.000333,0.225510,14.000000,9471.440776,526.191154,676.531484,168.642459,2,no
4,4,10,12,22,17,17,34,0.000333,0.050540,5.000000,758.103375,42.116854,151.620675,76.238831,1,yes
16,16,14,21,35,74,54,128,0.000333,0.218849,14.000000,9191.675166,510.648620,656.548226,145.541635,2,yes
16,16,14,23,37,74,56,130,0.000333,0.225743,14.000000,9481.205125,526.733618,677.228938,157.344894,2,no
4,4,9,8,17,21,14,35,0.000333,0.047687,4.000000,572.244798,31.791378,143.061199,52.529325,1,yes
9,9,13,13,26,46,36,82,0.000333,0.128479,12.000000,4625.232683,256.957371,385.436057,96.211433,2,no
9,9,10,14,24,29,31,60,0.000333,0.091699,10.000000,2750.977500,152.832083,275.097750,86.522250,1,no
9,9,10,15,25,29,32,61,0.000333,0.094425,10.000000,2832.752276,157.375126,283.275228,91.822640,1,no
11,11,12,14,26,39,39,78,0.000333,0.122211,12.000000,4399.611576,244.422865,366.634298,96.322519,1,no
10,10,12,12,24,36,35,71,0.000333,0.108511,12.000000,3906.388051,217.021558,325.532338,86.039100,1,no
10,10,12,12,24,41,28,69,0.000333,0.105454,12.000000,3796.348951,210.908275,316.362413,86.039100,1,no
10,10,12,11,23,41,28,69,0.000333,0.104042,12.000000,3745.509300,208.083850,312.125775,81.073298,1,no
9,9,10,13,23,37,26,63,0.000333,0.094995,10.000000,2849.844032,158.324668,284.984403,81.324997,1,yes
10,10,11,12,23,38,28,66,0.000333,0.099518,10.000000,2985.550891,165.863938,298.555089,81.073298,1,no
10,10,10,13,23,40,30,70,0.000333,0.105550,10.000000,3166.493369,175.916298,316.649337,81.324997,1,no
16,16,17,22,39,73,55,128,0.000333,0.225510,16.000000,10824.503744,601.361319,676.531484,167.594364,3,no
16,16,17,23,40,73,57,130,0.000333,0.230617,16.000000,11069.610437,614.978358,691.850652,173.528793,3,no
14,14,16,20,36,58,48,106,0.000333,0.182671,16.000000,8768.192802,487.121822,548.012050,150.438562,3,yes
14,14,16,21,37,58,50,108,0.000333,0.187540,16.000000,9001.935416,500.107523,562.620963,156.238666,3,no
17,17,16,21,37,65,62,127,0.000333,0.220534,16.000000,10585.609239,588.089402,661.600577,156.238666,3,no
17,17,16,22,38,65,66,131,0.000333,0.229160,24.000000,16499.484102,916.638006,687.478504,162.107496,3,yes
23,23,16,23,39,79,90,169,0.000333,0.297744,24.000000,21437.591400,1190.977300,893.232975,168.041925,3,no
23,23,16,24,40,79,98,177,0.000333,0.313994,32.000000,30143.400729,1674.633374,941.981273,174.039100,3,no
14,14,12,24,36,47,54,101,0.000333,0.174054,12.000000,6265.949102,348.108283,522.162425,153.058650,3,no
14,14,14,26,40,51,58,109,0.000333,0.193363,14.000000,8121.262273,451.181237,580.090162,175.514402,4,yes
12,12,14,15,29,69,41,110,0.000333,0.178126,14.000000,7481.290732,415.627263,534.377909,111.906328,2,yes
12,12,14,15,29,72,42,114,0.000333,0.184603,14.000000,7753.337668,430.740982,553.809833,111.906328,2,no
10,10,12,13,25,37,36,73,0.000333,0.113001,12.000000,4068.018022,226.001001,339.001502,91.125266,2,yes
5,5,10,10,20,36,19,55,0.000333,0.079235,5.000000,1188.530226,66.029457,237.706045,66.438562,1,no
23,23,13,21,34,73,87,160,0.000333,0.271331,24.000000,19535.857310,1085.325406,813.994055,140.344382,2,no
23,23,13,23,36,73,95,168,0.000333,0.289516,24.000000,20845.137606,1158.063200,868.547400,152.147641,2,no
12,12,11,18,29,51,42,93,0.000333,0.150597,10.000000,4517.922325,250.995685,451.792233,113.112398,2,no
12,12,11,19,30,51,44,95,0.000333,0.155385,10.000000,4661.546066,258.974781,466.154607,118.764371,2,no
13,13,13,25,38,44,44,88,0.000333,0.153939,6.000000,2770.905727,153.939207,461.817621,164.202121,2,no
11,11,12,18,30,32,32,64,0.000333,0.104680,6.000000,1884.245989,104.680333,314.040998,118.078200,3,no
10,10,13,18,31,37,33,70,0.000333,0.115598,6.000000,2080.762450,115.597914,346.793742,123.164366,2,no
11,11,13,20,33,42,37,79,0.000333,0.132836,6.000000,2391.042813,132.835712,398.507135,134.544278,2,no
7,7,11,9,20,33,24,57,0.000333,0.082117,10.000000,2463.499014,136.861056,246.349901,66.583073,1,no
7,7,11,10,21,33,24,57,0.000333,0.083454,10.000000,2503.620931,139.090052,250.362093,71.273029,1,yes
8,8,11,12,23,44,32,76,0.000333,0.114597,10.000000,3437.907087,190.994838,343.790709,81.073298,1,no
10,10,11,15,26,47,30,77,0.000333,0.120645,10.000000,3619.338583,201.074366,361.933858,96.657107,2,yes
14,14,12,14,26,58,39,97,0.000333,0.151981,12.000000,5471.311832,303.961768,455.942653,96.322519,1,no
14,14,12,13,25,58,39,97,0.000333,0.150151,18.000000,8108.172907,450.454050,450.454050,91.125266,1,yes
12,12,14,16,30,52,32,84,0.000333,0.137393,14.000000,5770.503340,320.583519,412.178810,117.302969,2,no
12,12,14,15,29,52,32,84,0.000333,0.136023,14.000000,5712.985650,317.388092,408.070404,111.906328,2,no
5,5,6,6,12,20,12,32,0.000333,0.038240,6.000000,688.312800,38.239600,114.718800,31.019550,3,no
5,5,6,6,12,21,12,33,0.000333,0.039435,6.000000,709.822575,39.434588,118.303763,31.019550,3,no
8,8,8,9,17,29,20,49,0.000333,0.066762,8.000000,1602.285434,89.015857,200.285679,52.529325,8,no
9,9,8,10,18,32,22,54,0.000333,0.075059,8.000000,1801.407601,100.078200,225.175950,57.219281,8,no
3,3,7,7,14,12,11,23,0.000333,0.029190,3.000000,262.707490,14.594861,87.569163,39.302969,1,no
10,10,11,17,28,41,38,79,0.000333,0.126594,10.000000,3797.810388,210.989466,379.781039,107.540616,1,no
16,16,17,28,45,74,51,125,0.000333,0.228827,8.000000,5491.853096,305.102950,686.481637,204.092806,7,yes
14,14,13,24,37,53,44,97,0.000333,0.168439,6.000000,3031.901859,168.438992,505.316976,158.144816,4,yes
14,14,15,24,39,57,46,103,0.000333,0.181465,7.000000,3810.775000,211.709722,544.396429,168.642459,5,no
18,18,18,28,46,77,57,134,0.000333,0.246719,18.000000,13322.831438,740.157302,740.157302,209.664588,7,no
18,18,20,29,49,81,61,142,0.000333,0.265763,20.000000,15945.775957,885.876442,797.288798,227.320011,8,no
16,16,13,24,37,56,50,106,0.000333,0.184067,12.000000,6626.424681,368.134705,552.202057,158.144816,4,yes
16,16,15,25,40,60,54,114,0.000333,0.202233,14.000000,8493.797239,471.877624,606.699803,174.699764,5,no
9,9,10,11,21,37,35,72,0.000333,0.105416,15.000000,4743.702817,263.539045,316.246854,71.273029,1,yes
7,7,10,12,22,25,21,46,0.000333,0.068378,5.000000,1025.669272,56.981626,205.133854,76.238831,1,yes
14,14,13,19,32,59,47,106,0.000333,0.176667,12.000000,6360.000000,353.333333,530.000000,128.816339,2,yes
14,14,14,21,35,62,50,112,0.000333,0.191493,14.000000,8042.715771,446.817543,574.479698,145.541635,2,no
16,16,15,25,40,74,53,127,0.000333,0.225295,14.000000,9462.388153,525.688231,675.884868,174.699764,2,yes
18,18,16,22,38,86,54,140,0.000333,0.244903,16.000000,11755.357630,653.075424,734.709852,162.107496,6,no
24,24,18,32,50,127,75,202,0.000333,0.380020,18.000000,20521.061106,1140.058950,1140.058950,235.058650,12,no
16,16,15,31,46,75,59,134,0.000333,0.246719,7.000000,5181.101115,287.838951,740.157302,212.183445,2,no
21,21,16,29,45,99,66,165,0.000333,0.302052,16.000000,14498.492174,805.471787,906.155761,204.881449,6,no
5,5,10,6,16,17,11,28,0.000333,0.037333,5.000000,560.000000,31.111111,112.000000,48.729056,2,yes
12,12,13,14,27,51,36,87,0.000333,0.137892,12.000000,4964.102552,275.783475,413.675213,101.408685,2,no
21,21,12,32,44,87,63,150,0.000333,0.272972,6.000000,4913.488457,272.971581,818.914743,203.019550,3,yes
30,30,16,37,53,125,89,214,0.000333,0.408592,16.000000,19612.399636,1089.577758,1225.774977,256.749775,3,no
24,24,16,29,45,96,71,167,0.000333,0.305713,16.000000,14674.231473,815.235082,917.139467,204.881449,3,no
18,18,15,15,30,67,48,115,0.000333,0.188097,21.000000,11850.140788,658.341155,564.292418,117.206718,2,no
16,16,15,15,30,57,44,101,0.000333,0.165199,14.000000,6938.343302,385.463517,495.595950,117.206718,2,yes
11,11,12,11,23,40,31,71,0.000333,0.107058,12.000000,3854.074787,214.115266,321.172899,81.073298,2,no
34,34,15,38,53,134,96,230,0.000333,0.439141,14.000000,18443.903864,1024.661326,1317.421705,258.024604,2,no
32,32,12,31,43,128,80,208,0.000333,0.376221,12.000000,13543.956828,752.442046,1128.663069,196.599636,2,yes
31,31,16,36,52,131,94,225,0.000333,0.427533,16.000000,20521.582985,1140.087944,1282.598937,250.117300,3,no
30,30,16,35,51,124,87,211,0.000333,0.398961,16.000000,19150.107954,1063.894886,1196.881747,243.524906,3,no
4,4,6,7,13,13,11,24,0.000333,0.029604,3.000000,266.431660,14.801759,88.810553,35.161259,1,no
5,5,7,7,14,17,12,29,0.000333,0.036804,3.000000,331.239878,18.402215,110.413293,39.302969,1,no
30,30,16,36,52,127,91,218,0.000333,0.414232,16.000000,19883.133737,1104.618541,1242.695859,250.117300,3,yes
4,4,7,6,13,16,9,25,0.000333,0.030837,3.000000,277.532979,15.418499,92.510993,35.161259,1,no
4,4,7,9,16,18,12,30,0.000333,0.040000,3.000000,360.000000,20.000000,120.000000,48.180809,1,no
4,4,6,7,13,15,10,25,0.000333,0.030837,3.000000,277.532979,15.418499,92.510993,35.161259,1,yes
6,6,7,9,16,20,18,38,0.000333,0.050667,6.000000,912.000000,50.666667,152.000000,48.180809,1,no
13,13,14,17,31,52,38,90,0.000333,0.148626,14.000000,6242.287351,346.793742,445.877668,122.789837,2,no
11,11,11,11,22,38,29,67,0.000333,0.099594,10.000000,2987.819184,165.989955,298.781918,76.107496,1,no
11,11,12,19,31,42,31,73,0.000333,0.120552,6.000000,2169.937984,120.552110,361.656331,123.730173,3,no
11,11,14,20,34,46,33,79,0.000333,0.133970,7.000000,2813.366951,156.298164,401.909564,139.741531,4,yes
16,16,14,15,29,64,46,110,0.000333,0.178126,21.000000,11221.936099,623.440894,534.377909,111.906328,2,yes
16,16,14,14,28,63,45,108,0.000333,0.173065,21.000000,10903.080963,605.726720,519.194332,106.605938,2,no
13,13,13,17,30,46,40,86,0.000333,0.140664,12.000000,5063.911095,281.328394,421.992591,117.592585,2,no
13,13,13,17,30,45,41,86,0.000333,0.140664,12.000000,5063.911095,281.328394,421.992591,117.592585,2,yes
5,5,8,10,18,19,17,36,0.000333,0.050039,4.000000,600.469200,33.359400,150.117300,57.219281,1,no
19,19,13,19,32,60,64,124,0.000333,0.206667,18.000000,11160.000000,620.000000,620.000000,128.816339,2,yes
19,19,13,19,32,59,69,128,0.000333,0.213333,18.000000,11520.000000,640.000000,640.000000,128.816339,2,no
24,24,14,23,37,89,94,183,0.000333,0.317777,28.000000,26693.239045,1482.957725,953.329966,157.344894,2,no
24,24,14,24,38,89,102,191,0.000333,0.334118,28.000000,28065.916342,1559.217575,1002.354155,163.342069,2,no
4,4,11,11,22,21,17,38,0.000333,0.056486,5.000000,847.292008,47.071778,169.458402,76.107496,1,no
4,4,11,12,23,21,18,39,0.000333,0.058806,5.000000,882.094581,49.005255,176.418916,81.073298,1,no
8,8,12,15,27,33,28,61,0.000333,0.096683,6.000000,1740.288826,96.682713,290.048138,101.622909,1,yes
8,8,12,16,28,33,29,62,0.000333,0.099352,6.000000,1788.336031,99.352002,298.056005,107.019550,1,no
13,13,11,19,30,59,46,105,0.000333,0.171741,10.000000,5152.235125,286.235285,515.223513,118.764371,1,yes
13,13,11,19,30,59,48,107,0.000333,0.175012,10.000000,5250.372937,291.687385,525.037294,118.764371,1,no
10,10,12,15,27,47,34,81,0.000333,0.128382,12.000000,4621.750652,256.763925,385.145888,101.622909,1,yes
10,10,12,16,28,47,35,82,0.000333,0.131401,12.000000,4730.437243,262.802069,394.203104,107.019550,1,no
14,14,13,15,28,54,39,93,0.000333,0.149028,12.000000,5365.008093,298.056005,447.084008,106.709075,2,no
14,14,13,14,27,54,39,93,0.000333,0.147402,12.000000,5306.454452,294.803025,442.204538,101.408685,2,no
4,4,10,6,16,24,14,38,0.000333,0.050667,10.000000,1520.000000,84.444444,152.000000,48.729056,1,no
4,4,10,7,17,24,14,38,0.000333,0.051775,10.000000,1553.235880,86.290882,155.323588,52.870765,1,no
13,13,14,15,29,60,38,98,0.000333,0.158694,14.000000,6665.149925,370.286107,476.082138,111.906328,2,yes
10,10,14,15,29,52,33,85,0.000333,0.137643,14.000000,5780.997384,321.166521,412.928385,111.906328,2,no
9,9,14,14,28,43,29,72,0.000333,0.115377,14.000000,4845.813761,269.211876,346.129554,106.605938,2,no
9,9,15,19,34,41,33,74,0.000333,0.125491,7.000000,2635.305752,146.405875,376.472250,139.313982,2,no
11,11,10,14,24,41,34,75,0.000333,0.114624,10.000000,3438.721876,191.040104,343.872188,86.522250,1,yes
11,11,10,16,26,41,36,77,0.000333,0.120645,10.000000,3619.338583,201.074366,361.933858,97.219281,1,no
11,11,10,11,21,41,31,72,0.000333,0.105416,10.000000,3162.468544,175.692697,316.246854,71.273029,1,yes
11,11,10,13,23,41,33,74,0.000333,0.111581,10.000000,3347.435847,185.968658,334.743585,81.324997,1,no
16,16,15,21,36,76,55,131,0.000333,0.225753,14.000000,9481.642453,526.757914,677.260175,150.842025,2,no
16,16,15,23,38,76,57,133,0.000333,0.232658,14.000000,9771.641030,542.868946,697.974359,162.645284,2,yes
5,5,9,9,18,28,17,45,0.000333,0.062549,4.000000,750.586500,41.699250,187.646625,57.058650,1,no
9,9,10,12,22,42,37,79,0.000333,0.117432,15.000000,5284.426468,293.579248,352.295098,76.238831,1,no
8,8,10,11,21,35,29,64,0.000333,0.093703,10.000000,2811.083151,156.171286,281.108315,71.273029,1,no
12,12,14,16,30,48,38,86,0.000333,0.140664,14.000000,5907.896277,328.216460,421.992591,117.302969,2,yes
14,14,13,20,33,62,48,110,0.000333,0.184961,12.000000,6658.600238,369.922235,554.883353,134.544278,2,no
14,14,13,20,33,62,50,112,0.000333,0.188324,12.000000,6779.665696,376.648094,564.972141,134.544278,2,no
10,10,10,13,23,29,31,60,0.000333,0.090471,10.000000,2714.137174,150.785399,271.413717,81.324997,1,no
16,16,13,20,33,65,52,117,0.000333,0.196731,12.000000,7082.329344,393.462741,590.194112,134.544278,2,no
16,16,13,22,35,65,54,119,0.000333,0.203462,12.000000,7324.616148,406.923119,610.384679,146.213212,2,yes
11,11,12,12,24,39,28,67,0.000333,0.102397,12.000000,3686.309851,204.794992,307.192488,86.039100,1,no
4,4,8,7,15,18,13,31,0.000333,0.040371,4.000000,484.454434,26.914135,121.113608,43.651484,1,no
5,5,8,8,16,21,16,37,0.000333,0.049333,8.000000,1184.000000,65.777778,148.000000,48.000000,1,yes
4,4,8,8,16,18,13,31,0.000333,0.041333,4.000000,496.000000,27.555556,124.000000,48.000000,1,no
7,7,8,10,18,24,20,44,0.000333,0.061159,8.000000,1467.813601,81.545200,183.476700,57.219281,1,yes
3,3,6,4,10,10,6,16,0.000333,0.017717,3.000000,159.452549,8.858475,53.150850,23.509775,1,no
3,3,7,5,12,11,7,18,0.000333,0.021510,3.000000,193.587975,10.754888,64.529325,31.261125,1,no
5,5,7,9,16,19,13,32,0.000333,0.042667,3.000000,384.000000,21.333333,128.000000,48.180809,1,no
4,4,8,8,16,15,11,26,0.000333,0.034667,4.000000,416.000000,23.111111,104.000000,48.000000,1,no
11,11,13,17,30,46,37,83,0.000333,0.135757,12.000000,4887.263033,271.514613,407.271919,117.592585,2,no
14,14,15,22,37,57,46,103,0.000333,0.178858,14.000000,7512.031753,417.335097,536.573697,156.710855,2,yes
14,14,15,22,37,60,47,107,0.000333,0.185804,14.000000,7803.761142,433.542286,557.411510,156.710855,2,no
9,9,11,18,29,39,34,73,0.000333,0.118211,5.000000,1773.163063,98.509059,354.632613,113.112398,1,no
9,9,11,18,29,42,35,77,0.000333,0.124688,5.000000,1870.322683,103.906816,374.064537,113.112398,1,no
11,11,13,17,30,49,34,83,0.000333,0.135757,12.000000,4887.263033,271.514613,407.271919,117.592585,2,yes
11,11,13,17,30,52,35,87,0.000333,0.142300,12.000000,5122.793782,284.599655,426.899482,117.592585,2,no
15,15,12,15,27,51,43,94,0.000333,0.148986,12.000000,5363.513102,297.972950,446.959425,101.622909,1,yes
15,15,12,16,28,51,45,96,0.000333,0.153835,12.000000,5538.072870,307.670715,461.506073,107.019550,1,no
10,10,11,13,24,34,27,61,0.000333,0.093228,10.000000,2796.827125,155.379285,279.682713,86.159464,1,yes
12,12,13,17,30,46,40,86,0.000333,0.140664,12.000000,5063.911095,281.328394,421.992591,117.592585,2,no
12,12,14,19,33,49,43,92,0.000333,0.154695,14.000000,6497.179626,360.954424,464.084259,134.013592,2,no
2,2,7,7,14,9,9,18,0.000333,0.022844,3.000000,205.597166,11.422065,68.532389,39.302969,1,no
5,5,10,8,18,20,14,34,0.000333,0.047259,5.000000,708.887250,39.382625,141.777450,57.219281,1,no
6,6,10,8,18,23,17,40,0.000333,0.055599,10.000000,1667.970001,92.665000,166.797000,57.219281,1,no
3,3,5,6,11,9,8,17,0.000333,0.019603,2.000000,117.620675,6.534482,58.810338,27.119415,1,no
4,4,7,7,14,13,10,23,0.000333,0.029190,3.000000,262.707490,14.594861,87.569163,39.302969,2,yes
1,1,5,4,9,6,4,10,0.000333,0.010566,2.000000,63.398500,3.522139,31.699250,19.609640,1,no
21,21,16,27,43,91,74,165,0.000333,0.298445,16.000000,14325.338952,795.852164,895.333685,192.381963,6,yes
27,27,18,37,55,132,95,227,0.000333,0.437456,18.000000,23622.635789,1312.368655,1312.368655,267.808425,12,no
24,24,16,34,50,104,86,190,0.000333,0.357444,16.000000,17157.322817,953.184601,1072.332676,236.973737,6,no
5,5,10,7,17,18,12,30,0.000333,0.040875,5.000000,613.119426,34.062190,122.623885,52.870765,2,no
13,13,13,16,29,44,40,84,0.000333,0.136023,12.000000,4896.844843,272.046936,408.070404,112.105716,2,no
13,13,13,15,28,44,40,84,0.000333,0.134606,12.000000,4845.813761,269.211876,403.817813,106.709075,2,no
14,14,13,23,36,55,48,103,0.000333,0.177501,12.000000,6390.027302,355.001517,532.502275,152.147641,3,yes
14,14,15,25,40,59,52,111,0.000333,0.196911,14.000000,8270.276259,459.459792,590.734019,174.699764,4,yes
14,14,14,16,30,68,43,111,0.000333,0.181555,14.000000,7625.307986,423.628221,544.664856,117.302969,2,no
10,10,10,11,21,38,28,66,0.000333,0.096631,10.000000,2898.929499,161.051639,289.892950,71.273029,1,no
16,16,14,21,35,69,51,120,0.000333,0.205171,14.000000,8617.195468,478.733082,615.513962,145.541635,2,no
16,16,14,21,35,69,53,122,0.000333,0.208591,14.000000,8760.815393,486.711966,625.772528,145.541635,2,yes
23,23,17,36,53,98,78,176,0.000333,0.336038,16.000000,16129.824000,896.101333,1008.114000,255.604168,10,no
23,23,19,38,57,102,84,186,0.000333,0.361639,18.000000,19528.515767,1084.917543,1084.917543,280.131868,11,yes
17,17,12,30,42,61,61,122,0.000333,0.219288,12.000000,7894.352707,438.575150,657.862726,190.226268,4,no
17,17,14,32,46,65,67,132,0.000333,0.243037,14.000000,10207.542495,567.085694,729.110178,213.302969,5,no
18,18,13,20,33,62,62,124,0.000333,0.208502,18.000000,11259.087674,625.504871,625.504871,134.544278,2,no
18,18,13,21,34,62,66,128,0.000333,0.217065,18.000000,11721.514386,651.195244,651.195244,140.344382,2,yes
14,14,15,23,38,54,47,101,0.000333,0.176680,14.000000,7420.569504,412.253861,530.040679,162.645284,2,yes
14,14,15,23,38,55,48,103,0.000333,0.180179,14.000000,7567.511474,420.417304,540.536534,162.645284,2,no
13,13,14,16,30,63,42,105,0.000333,0.171741,14.000000,7213.129176,400.729399,515.223513,117.302969,6,no
9,9,9,12,21,28,22,50,0.000333,0.073205,4.000000,878.463485,48.803527,219.615871,71.548875,2,yes
5,5,10,7,17,27,17,44,0.000333,0.059949,10.000000,1798.483650,99.915758,179.848365,52.870765,1,no
5,5,10,8,18,27,17,44,0.000333,0.061159,10.000000,1834.767001,101.931500,183.476700,57.219281,1,no
16,16,14,18,32,62,48,110,0.000333,0.183333,14.000000,7700.000000,427.777778,550.000000,128.361619,2,yes
16,16,14,20,34,62,50,112,0.000333,0.189932,14.000000,7977.141735,443.174541,569.795838,139.741531,2,no
5,5,11,9,20,26,17,43,0.000333,0.061948,5.000000,929.214540,51.623030,185.842908,66.583073,1,yes
13,13,10,18,28,53,45,98,0.000333,0.157040,10.000000,4711.207824,261.733768,471.120782,108.277931,1,yes
13,13,10,19,29,57,48,105,0.000333,0.170029,10.000000,5100.880045,283.382225,510.088004,113.929904,1,no
9,9,12,13,25,38,28,66,0.000333,0.102165,12.000000,3677.934102,204.329672,306.494509,91.125266,1,no
5,5,12,13,25,22,20,42,0.000333,0.065014,6.000000,1170.251760,65.013987,195.041960,91.125266,1,no
13,13,11,19,30,45,51,96,0.000333,0.157020,10.000000,4710.614972,261.700832,471.061497,118.764371,1,yes
13,13,11,20,31,49,54,103,0.000333,0.170094,10.000000,5102.822200,283.490122,510.282220,124.492310,1,no
9,9,13,17,30,34,31,65,0.000333,0.106316,6.000000,1913.687332,106.315963,318.947889,117.592585,1,no
3,3,11,7,18,18,11,29,0.000333,0.040309,5.000000,604.639125,33.591063,120.927825,57.705232,1,yes
1,1,5,4,9,7,4,11,0.000333,0.011623,2.000000,69.738350,3.874353,34.869175,19.609640,1,no
7,7,12,11,23,30,22,52,0.000333,0.078408,12.000000,2822.702661,156.816814,235.225222,81.073298,1,no
11,11,14,17,31,52,38,90,0.000333,0.148626,14.000000,6242.287351,346.793742,445.877668,122.789837,2,no
8,8,11,12,23,39,33,72,0.000333,0.108565,10.000000,3256.964608,180.942478,325.696461,81.073298,1,no
8,8,11,11,22,39,33,72,0.000333,0.107026,15.000000,4816.186148,267.565897,321.079077,76.107496,1,yes
10,10,10,15,25,43,39,82,0.000333,0.126932,10.000000,3807.962076,211.553449,380.796208,91.822640,1,no
10,10,10,14,24,43,39,82,0.000333,0.125322,10.000000,3759.669251,208.870514,375.966925,86.522250,1,no
12,12,12,16,28,51,46,97,0.000333,0.155438,12.000000,5595.761129,310.875618,466.313427,107.019550,1,no
12,12,12,15,27,51,46,97,0.000333,0.153741,18.000000,8302.033579,461.224088,461.224088,101.622909,1,no
9,9,12,12,24,40,32,72,0.000333,0.110039,12.000000,3961.407601,220.078200,330.117300,86.039100,1,no
9,9,12,12,24,40,33,73,0.000333,0.111567,12.000000,4016.427151,223.134842,334.702263,86.039100,1,no
13,13,13,16,29,52,45,97,0.000333,0.157075,12.000000,5654.689878,314.149438,471.224157,112.105716,1,no
13,13,13,16,29,52,46,98,0.000333,0.158694,12.000000,5712.985650,317.388092,476.082138,112.105716,1,no
11,11,10,19,29,44,49,93,0.000333,0.150597,10.000000,4517.922325,250.995685,451.792233,113.929904,1,no
11,11,10,19,29,44,51,95,0.000333,0.153836,10.000000,4615.081945,256.393441,461.508195,113.929904,1,yes
11,11,14,15,29,52,35,87,0.000333,0.140881,14.000000,5917.020852,328.723381,422.644347,111.906328,2,yes
9,9,12,14,26,42,27,69,0.000333,0.108110,6.000000,1945.982043,108.110114,324.330341,96.322519,2,no
